state,license_number,legal_name,dba,address,city,state_code,zip,issue_date,expiration_date,status,license_type,source_file_name,parsed_at
Washington,603498158,ROCKET #5091,,202 164TH ST SW,LYNNWOOD,WA,98012,,2026-04-30,Expired,0063,CIG_TOB_VAPE_021026.xlsx,2026-06-29T13:32:06Z
Washington,603498158,ROCKET #5091,,202 164TH ST SW,LYNNWOOD,WA,98012,,2026-04-30,Expired,0136,CIG_TOB_VAPE_021026.xlsx,2026-06-29T13:32:06Z
Washington,601769062,SMOKE STOP,,219 BROADWAY E STE 17,SEATTLE,WA,98102,,2026-02-28,Expired,0136,CIG_TOB_VAPE_021026.xlsx,2026-06-29T13:32:06Z
Washington,601769062,SMOKE STOP,,219 BROADWAY E STE 17,SEATTLE,WA,98102,,2026-02-28,Expired,0061,CIG_TOB_VAPE_021026.xlsx,2026-06-29T13:32:06Z
Washington,602597029,GROVE STREET MARKET,,5931 GROVE ST,MARYSVILLE,WA,98270,,2026-03-31,Expired,0056,CIG_TOB_VAPE_021026.xlsx,2026-06-29T13:32:06Z
Washington,603207756,BURIEN LIQUOR & WINE,,15858 1ST AVE S,BURIEN,WA,98148,,2026-05-31,Expired,0063,CIG_TOB_VAPE_021026.xlsx,2026-06-29T13:32:06Z
Washington,603207756,BURIEN LIQUOR & WINE,,15858 1ST AVE S,BURIEN,WA,98148,,2026-05-31,Expired,0136,CIG_TOB_VAPE_021026.xlsx,2026-06-29T13:32:06Z
Washington,602809068,CHEVRON GAS STATION,,1805 S 1ST ST,SUNNYSIDE,WA,98944,,2026-02-28,Expired,0063,CIG_TOB_VAPE_021026.xlsx,2026-06-29T13:32:06Z
Washington,602809068,CHEVRON GAS STATION,,1805 S 1ST ST,SUNNYSIDE,WA,98944,,2026-02-28,Expired,0136,CIG_TOB_VAPE_021026.xlsx,2026-06-29T13:32:06Z
Washington,602809068,CHEVRON GAS STATION,,1805 S 1ST ST,SUNNYSIDE,WA,98944,,2026-02-28,Expired,0056,CIG_TOB_VAPE_021026.xlsx,2026-06-29T13:32:06Z
Washington,601466142,KURT'S CORNER,,5451 FORD WELLPINIT RD,WELLPINIT,WA,99040,,2026-04-30,Expired,0136,CIG_TOB_VAPE_021026.xlsx,2026-06-29T13:32:06Z
Washington,601466142,KURT'S CORNER,,5451 FORD WELLPINIT RD,WELLPINIT,WA,99040,,2026-04-30,Expired,0063,CIG_TOB_VAPE_021026.xlsx,2026-06-29T13:32:06Z
Washington,603001965,CAPTAIN DIZZY CHEVRON,,1203 STATE AVE,MARYSVILLE,WA,98270,,2026-03-31,Expired,0056,CIG_TOB_VAPE_021026.xlsx,2026-06-29T13:32:06Z
Washington,603001965,CAPTAIN DIZZY CHEVRON,,1203 STATE AVE,MARYSVILLE,WA,98270,,2026-03-31,Expired,0063,CIG_TOB_VAPE_021026.xlsx,2026-06-29T13:32:06Z
Washington,603001965,CAPTAIN DIZZY CHEVRON,,1203 STATE AVE,MARYSVILLE,WA,98270,,2026-03-31,Expired,0136,CIG_TOB_VAPE_021026.xlsx,2026-06-29T13:32:06Z
Washington,603400939,COPALIS BEACH GROCERY,,3090 STATE ROUTE 109,COPALIS BEACH,WA,98535,,2026-05-31,Expired,0063,CIG_TOB_VAPE_021026.xlsx,2026-06-29T13:32:06Z
Washington,603400939,COPALIS BEACH GROCERY,,3090 STATE ROUTE 109,COPALIS BEACH,WA,98535,,2026-05-31,Expired,0136,CIG_TOB_VAPE_021026.xlsx,2026-06-29T13:32:06Z
Washington,602499515,LITTLEROCK GROCERY & GAS,,6410 128TH AVE SW,LITTLEROCK,WA,98556,,2026-05-31,Expired,0063,CIG_TOB_VAPE_021026.xlsx,2026-06-29T13:32:06Z
Washington,602499515,LITTLEROCK GROCERY & GAS,,6410 128TH AVE SW,LITTLEROCK,WA,98556,,2026-05-31,Expired,0056,CIG_TOB_VAPE_021026.xlsx,2026-06-29T13:32:06Z
Washington,602499515,LITTLEROCK GROCERY & GAS,,6410 128TH AVE SW,LITTLEROCK,WA,98556,,2026-05-31,Expired,0136,CIG_TOB_VAPE_021026.xlsx,2026-06-29T13:32:06Z
Washington,603109761,1ST CHOICE MARKET,,13 E MAIN ST,BATTLE GROUND,WA,98604,,2026-05-31,Expired,0063,CIG_TOB_VAPE_021026.xlsx,2026-06-29T13:32:06Z
Washington,603109761,1ST CHOICE MARKET,,13 E MAIN ST,BATTLE GROUND,WA,98604,,2026-05-31,Expired,0056,CIG_TOB_VAPE_021026.xlsx,2026-06-29T13:32:06Z
Washington,603109761,1ST CHOICE MARKET,,13 E MAIN ST,BATTLE GROUND,WA,98604,,2026-05-31,Expired,0136,CIG_TOB_VAPE_021026.xlsx,2026-06-29T13:32:06Z
Washington,603498158,ROCKET #5500,,16320 MILL CREEK BLVD,MILL CREEK,WA,98012,,2026-04-30,Expired,0063,CIG_TOB_VAPE_021026.xlsx,2026-06-29T13:32:06Z
Washington,603498158,ROCKET #5402,,1350 BAY ST,PORT ORCHARD,WA,98366,,2026-04-30,Expired,0063,CIG_TOB_VAPE_021026.xlsx,2026-06-29T13:32:06Z
Washington,603498158,ROCKET #5478,,2724 84TH AVE NE,CLYDE HILL,WA,98004,,2026-04-30,Expired,0063,CIG_TOB_VAPE_021026.xlsx,2026-06-29T13:32:06Z
Washington,603498158,ROCKET #5478,,2724 84TH AVE NE,CLYDE HILL,WA,98004,,2026-04-30,Expired,0056,CIG_TOB_VAPE_021026.xlsx,2026-06-29T13:32:06Z
Washington,600369806,KING'S MARKET,,160 SPRING ST,FRIDAY HARBOR,WA,98250,,2026-05-31,Expired,0063,CIG_TOB_VAPE_021026.xlsx,2026-06-29T13:32:06Z
Washington,600369806,KING'S MARKET,,160 SPRING ST,FRIDAY HARBOR,WA,98250,,2026-05-31,Expired,0136,CIG_TOB_VAPE_021026.xlsx,2026-06-29T13:32:06Z
Washington,603193660,EL CAMPESINO #2,,120 NE STATE ROUTE 300,BELFAIR,WA,98528,,2026-03-31,Expired,0136,CIG_TOB_VAPE_021026.xlsx,2026-06-29T13:32:06Z
Washington,603193660,EL CAMPESINO #2,,120 NE STATE ROUTE 300,BELFAIR,WA,98528,,2026-03-31,Expired,0063,CIG_TOB_VAPE_021026.xlsx,2026-06-29T13:32:06Z
Washington,602899429,CRAZY MOOSE CASINO II,,22003 66TH AVE W STE A,MOUNTLAKE TERRACE,WA,98043,,2026-02-28,Expired,0063,CIG_TOB_VAPE_021026.xlsx,2026-06-29T13:32:06Z
Washington,602500571,HOBNOBBER,,447 SW 153RD ST,BURIEN,WA,98166,,2026-05-31,Expired,0063,CIG_TOB_VAPE_021026.xlsx,2026-06-29T13:32:06Z
Washington,602500571,HOBNOBBER,,447 SW 153RD ST,BURIEN,WA,98166,,2026-05-31,Expired,0136,CIG_TOB_VAPE_021026.xlsx,2026-06-29T13:32:06Z
Washington,603210114,MARYSVILLE LIQUOR & WINE,,6608 64TH ST NE STE C,MARYSVILLE,WA,98270,,2026-05-31,Expired,0136,CIG_TOB_VAPE_021026.xlsx,2026-06-29T13:32:06Z
Washington,603210114,MARYSVILLE LIQUOR & WINE,,6608 64TH ST NE STE C,MARYSVILLE,WA,98270,,2026-05-31,Expired,0063,CIG_TOB_VAPE_021026.xlsx,2026-06-29T13:32:06Z
Washington,603300729,FINN HILL GAS STATION,,12206 JUANITA DR NE,KIRKLAND,WA,98034,,2026-05-31,Expired,0063,CIG_TOB_VAPE_021026.xlsx,2026-06-29T13:32:06Z
Washington,603300729,FINN HILL GAS STATION,,12206 JUANITA DR NE,KIRKLAND,WA,98034,,2026-05-31,Expired,0056,CIG_TOB_VAPE_021026.xlsx,2026-06-29T13:32:06Z
Washington,603300729,FINN HILL GAS STATION,,12206 JUANITA DR NE,KIRKLAND,WA,98034,,2026-05-31,Expired,0136,CIG_TOB_VAPE_021026.xlsx,2026-06-29T13:32:06Z
Washington,602796570,7-ELEVEN STORE 2360-14418A,,15521 NE BEL RED RD,BELLEVUE,WA,98007,,2026-02-28,Expired,0063,CIG_TOB_VAPE_021026.xlsx,2026-06-29T13:32:06Z
Washington,602825175,MERCADO LOS AMIGOS,,1409 FRUITVALE BLVD,YAKIMA,WA,98902,,2026-03-31,Expired,0136,CIG_TOB_VAPE_021026.xlsx,2026-06-29T13:32:06Z
Washington,602825175,MERCADO LOS AMIGOS,,1409 FRUITVALE BLVD,YAKIMA,WA,98902,,2026-03-31,Expired,0063,CIG_TOB_VAPE_021026.xlsx,2026-06-29T13:32:06Z
Washington,602102823,HIWAY FRUIT,,209 YAKIMA VALLEY HWY,SUNNYSIDE,WA,98944,,2026-03-31,Expired,0063,CIG_TOB_VAPE_021026.xlsx,2026-06-29T13:32:06Z
Washington,179004317,INGLEWOOD COUNTRY CLUB,,6505 INGLEWOOD RD NE,KENMORE,WA,98028,,2026-03-31,Expired,0063,CIG_TOB_VAPE_021026.xlsx,2026-06-29T13:32:06Z
Washington,179004317,INGLEWOOD COUNTRY CLUB,,6505 INGLEWOOD RD NE,KENMORE,WA,98028,,2026-03-31,Expired,0136,CIG_TOB_VAPE_021026.xlsx,2026-06-29T13:32:06Z
Washington,600105161,SELAH EXPRESS,,777 N PARK CENTRE,SELAH,WA,98942,,2026-04-30,Expired,0136,CIG_TOB_VAPE_021026.xlsx,2026-06-29T13:32:06Z
Washington,600105161,SELAH EXPRESS,,777 N PARK CENTRE,SELAH,WA,98942,,2026-04-30,Expired,0063,CIG_TOB_VAPE_021026.xlsx,2026-06-29T13:32:06Z
Washington,600036155,WRAY'S MARKETFRESH IGA SELAH,,121 E 3RD AVE,SELAH,WA,98942,,2026-02-28,Expired,0136,CIG_TOB_VAPE_021026.xlsx,2026-06-29T13:32:06Z
Washington,600036155,WRAY'S MARKETFRESH IGA SELAH,,121 E 3RD AVE,SELAH,WA,98942,,2026-02-28,Expired,0063,CIG_TOB_VAPE_021026.xlsx,2026-06-29T13:32:06Z
Washington,603170616,TOTAL WINE & MORE,,2501 SW TRENTON ST,SEATTLE,WA,98106,,2026-05-31,Expired,0062,CIG_TOB_VAPE_021026.xlsx,2026-06-29T13:32:06Z
Washington,602899429,CRAZY MOOSE CASINO II,,22003 66TH AVE W STE A,MOUNTLAKE TERRACE,WA,98043,,2026-02-28,Expired,0056,CIG_TOB_VAPE_021026.xlsx,2026-06-29T13:32:06Z
Washington,602899429,CRAZY MOOSE CASINO II,,22003 66TH AVE W STE A,MOUNTLAKE TERRACE,WA,98043,,2026-02-28,Expired,0136,CIG_TOB_VAPE_021026.xlsx,2026-06-29T13:32:06Z
Washington,603496615,ROXBURY SHELL FOOD MART,,2805 SW ROXBURY ST,SEATTLE,WA,98109,,2026-04-30,Expired,0063,CIG_TOB_VAPE_021026.xlsx,2026-06-29T13:32:06Z
Washington,603496615,ROXBURY SHELL FOOD MART,,2805 SW ROXBURY ST,SEATTLE,WA,98109,,2026-04-30,Expired,0056,CIG_TOB_VAPE_021026.xlsx,2026-06-29T13:32:06Z
Washington,603496615,ROXBURY SHELL FOOD MART,,2805 SW ROXBURY ST,SEATTLE,WA,98109,,2026-04-30,Expired,0136,CIG_TOB_VAPE_021026.xlsx,2026-06-29T13:32:06Z
Washington,602899429,COYOTE BOB'S CASINO,,3014 W KENNEWICK AVE,KENNEWICK,WA,99336,,2026-02-28,Expired,0063,CIG_TOB_VAPE_021026.xlsx,2026-06-29T13:32:06Z
Washington,602500571,GEKIN VENTURES,,1721 1ST AVE S,SEATTLE,WA,98134,,2026-05-31,Expired,0136,CIG_TOB_VAPE_021026.xlsx,2026-06-29T13:32:06Z
Washington,602500571,GEKIN VENTURES,,1721 1ST AVE S,SEATTLE,WA,98134,,2026-05-31,Expired,0063,CIG_TOB_VAPE_021026.xlsx,2026-06-29T13:32:06Z
Washington,602102823,HIWAY FRUIT,,209 YAKIMA VALLEY HWY,SUNNYSIDE,WA,98944,,2026-03-31,Expired,0136,CIG_TOB_VAPE_021026.xlsx,2026-06-29T13:32:06Z
Washington,601084963,WEST SEATTLE THRIFTWAY,,4201 SW MORGAN ST,SEATTLE,WA,98136,,2026-05-31,Expired,0063,CIG_TOB_VAPE_021026.xlsx,2026-06-29T13:32:06Z
Washington,602796570,7-ELEVEN STORE 2360-14418A,,15521 NE BEL RED RD,BELLEVUE,WA,98007,,2026-02-28,Expired,0136,CIG_TOB_VAPE_021026.xlsx,2026-06-29T13:32:06Z
Washington,602796570,7-ELEVEN STORE 2360-14418A,,15521 NE BEL RED RD,BELLEVUE,WA,98007,,2026-02-28,Expired,0056,CIG_TOB_VAPE_021026.xlsx,2026-06-29T13:32:06Z
Washington,603193660,EL CAMPESINO,,3627 WHEATON WAY STE D,BREMERTON,WA,98310,,2026-03-31,Expired,0063,CIG_TOB_VAPE_021026.xlsx,2026-06-29T13:32:06Z
Washington,601084963,WEST SEATTLE THRIFTWAY,,4201 SW MORGAN ST,SEATTLE,WA,98136,,2026-05-31,Expired,0136,CIG_TOB_VAPE_021026.xlsx,2026-06-29T13:32:06Z
Washington,600369806,FRIDAY HARBOR MARKET PLACE,,515 MARKET ST,FRIDAY HARBOR,WA,98250,,2026-05-31,Expired,0063,CIG_TOB_VAPE_021026.xlsx,2026-06-29T13:32:06Z
Washington,600369806,FRIDAY HARBOR MARKET PLACE,,515 MARKET ST,FRIDAY HARBOR,WA,98250,,2026-05-31,Expired,0136,CIG_TOB_VAPE_021026.xlsx,2026-06-29T13:32:06Z
Washington,601534577,BOB'S SUMMIT DELI & CHEVRON,,EXIT 52 I-90,SNOQUALMIE PASS,WA,98068,,2026-03-31,Expired,0136,CIG_TOB_VAPE_021026.xlsx,2026-06-29T13:32:06Z
Washington,601534577,BOB'S SUMMIT DELI & CHEVRON,,EXIT 52 I-90,SNOQUALMIE PASS,WA,98068,,2026-03-31,Expired,0056,CIG_TOB_VAPE_021026.xlsx,2026-06-29T13:32:06Z
Washington,601534577,BOB'S SUMMIT DELI & CHEVRON,,EXIT 52 I-90,SNOQUALMIE PASS,WA,98068,,2026-03-31,Expired,0063,CIG_TOB_VAPE_021026.xlsx,2026-06-29T13:32:06Z
Washington,603203781,BOULEVARD LIQUOR,,1847 S 120TH ST,SEATTLE,WA,98168,,2026-05-31,Expired,0056,CIG_TOB_VAPE_021026.xlsx,2026-06-29T13:32:06Z
Washington,603203781,BOULEVARD LIQUOR,,1847 S 120TH ST,SEATTLE,WA,98168,,2026-05-31,Expired,0136,CIG_TOB_VAPE_021026.xlsx,2026-06-29T13:32:06Z
Washington,603203781,BOULEVARD LIQUOR,,1847 S 120TH ST,SEATTLE,WA,98168,,2026-05-31,Expired,0063,CIG_TOB_VAPE_021026.xlsx,2026-06-29T13:32:06Z
Washington,602827080,CAMAS MART,,207 NE 3RD AVE,CAMAS,WA,98607,,2026-04-30,Expired,0136,CIG_TOB_VAPE_021026.xlsx,2026-06-29T13:32:06Z
Washington,602827080,CAMAS MART,,207 NE 3RD AVE,CAMAS,WA,98607,,2026-04-30,Expired,0063,CIG_TOB_VAPE_021026.xlsx,2026-06-29T13:32:06Z
Washington,602827080,CAMAS MART,,207 NE 3RD AVE,CAMAS,WA,98607,,2026-04-30,Expired,0056,CIG_TOB_VAPE_021026.xlsx,2026-06-29T13:32:06Z
Washington,603107141,7-ELEVEN #39637A,,18010 E VALLEY HWY,KENT,WA,98030,,2026-04-30,Expired,0136,CIG_TOB_VAPE_021026.xlsx,2026-06-29T13:32:06Z
Washington,603107141,7-ELEVEN #39637A,,18010 E VALLEY HWY,KENT,WA,98030,,2026-04-30,Expired,0063,CIG_TOB_VAPE_021026.xlsx,2026-06-29T13:32:06Z
Washington,603107141,7-ELEVEN #39637A,,18010 E VALLEY HWY,KENT,WA,98030,,2026-04-30,Expired,0056,CIG_TOB_VAPE_021026.xlsx,2026-06-29T13:32:06Z
Washington,603107141,7-ELEVEN #39638A,,300 RAINIER AVE S,RENTON,WA,98057,,2026-04-30,Expired,0056,CIG_TOB_VAPE_021026.xlsx,2026-06-29T13:32:06Z
Washington,603107141,7-ELEVEN #39638A,,300 RAINIER AVE S,RENTON,WA,98057,,2026-04-30,Expired,0063,CIG_TOB_VAPE_021026.xlsx,2026-06-29T13:32:06Z
Washington,603193660,EL CAMPESINO,,3627 WHEATON WAY STE D,BREMERTON,WA,98310,,2026-03-31,Expired,0136,CIG_TOB_VAPE_021026.xlsx,2026-06-29T13:32:06Z
Washington,603283684,"VAPOLIFE, LLC",,118 W HERON ST,ABERDEEN,WA,98520,,2026-03-31,Expired,0056,CIG_TOB_VAPE_021026.xlsx,2026-06-29T13:32:06Z
Washington,603604139,BLUEMIST LOUNGE LLC,,124 CE AVE N,KENT,WA,98032,,2026-04-30,Expired,0136,CIG_TOB_VAPE_021026.xlsx,2026-06-29T13:32:06Z
Washington,603604139,BLUEMIST LOUNGE LLC,,124 CE AVE N,KENT,WA,98032,,2026-04-30,Expired,0063,CIG_TOB_VAPE_021026.xlsx,2026-06-29T13:32:06Z
Washington,602024218,UNIQUE IMPORTS OF SOUTHCENTER,,2887 SOUTHCENTER MALL # 2210,TUKWILA,WA,98188,,2026-03-31,Expired,0056,CIG_TOB_VAPE_021026.xlsx,2026-06-29T13:32:06Z
Washington,603177757,SUMAS FUEL AND PANTRY,,608 CHERRY ST,SUMAS,WA,98295,,2026-02-28,Expired,0063,CIG_TOB_VAPE_021026.xlsx,2026-06-29T13:32:06Z
Washington,602597029,GROVE STREET MARKET,,5931 GROVE ST,MARYSVILLE,WA,98270,,2026-03-31,Expired,0136,CIG_TOB_VAPE_021026.xlsx,2026-06-29T13:32:06Z
Washington,602597029,GROVE STREET MARKET,,5931 GROVE ST,MARYSVILLE,WA,98270,,2026-03-31,Expired,0063,CIG_TOB_VAPE_021026.xlsx,2026-06-29T13:32:06Z
Washington,600353163,BILL'S DISTRIBUTING,,617 HILLCREST CIRCLE DR,OMAK,WA,98841,,2026-03-31,Expired,0138,CIG_TOB_VAPE_021026.xlsx,2026-06-29T13:32:06Z
Washington,600353163,BILL'S DISTRIBUTING,,617 HILLCREST CIRCLE DR,OMAK,WA,98841,,2026-03-31,Expired,0064,CIG_TOB_VAPE_021026.xlsx,2026-06-29T13:32:06Z
Washington,602899429,CRAZY MOOSE CASINO,,510 S 20TH AVE,PASCO,WA,99301,,2026-02-28,Expired,0056,CIG_TOB_VAPE_021026.xlsx,2026-06-29T13:32:06Z
Washington,602899429,CRAZY MOOSE CASINO,,510 S 20TH AVE,PASCO,WA,99301,,2026-02-28,Expired,0063,CIG_TOB_VAPE_021026.xlsx,2026-06-29T13:32:06Z
Washington,602899429,CRAZY MOOSE CASINO,,510 S 20TH AVE,PASCO,WA,99301,,2026-02-28,Expired,0136,CIG_TOB_VAPE_021026.xlsx,2026-06-29T13:32:06Z
Washington,603505584,STOP BUY CORNER GROCERY,,14857 TUKWILA INTERNATIONAL BLVD,TUKWILA,WA,98168,,2026-05-31,Expired,0056,CIG_TOB_VAPE_021026.xlsx,2026-06-29T13:32:06Z
Washington,603505584,STOP BUY CORNER GROCERY,,14857 TUKWILA INTERNATIONAL BLVD,TUKWILA,WA,98168,,2026-05-31,Expired,0136,CIG_TOB_VAPE_021026.xlsx,2026-06-29T13:32:06Z
Washington,603619035,7-ELEVEN #23525F,,12848 MARTIN LUTHER KING WAY S,SEATTLE,WA,98178,,2026-05-31,Expired,0063,CIG_TOB_VAPE_021026.xlsx,2026-06-29T13:32:06Z
Washington,603619035,7-ELEVEN #23525F,,12848 MARTIN LUTHER KING WAY S,SEATTLE,WA,98178,,2026-05-31,Expired,0136,CIG_TOB_VAPE_021026.xlsx,2026-06-29T13:32:06Z
Washington,603619035,7-ELEVEN #23525F,,12848 MARTIN LUTHER KING WAY S,SEATTLE,WA,98178,,2026-05-31,Expired,0056,CIG_TOB_VAPE_021026.xlsx,2026-06-29T13:32:06Z
Washington,602990936,SILVER DOLLAR CASINO RENTON,,3100 E VALLEY RD,RENTON,WA,98055,,2026-02-28,Expired,0056,CIG_TOB_VAPE_021026.xlsx,2026-06-29T13:32:06Z
Washington,602990936,SILVER DOLLAR CASINO RENTON,,3100 E VALLEY RD,RENTON,WA,98055,,2026-02-28,Expired,0063,CIG_TOB_VAPE_021026.xlsx,2026-06-29T13:32:06Z
Washington,603496080,STAR MART,,17426 HIGHWAY 99,LYNNWOOD,WA,98037,,2026-04-30,Expired,0061,CIG_TOB_VAPE_021026.xlsx,2026-06-29T13:32:06Z
Washington,603496080,STAR MART,,17426 HIGHWAY 99,LYNNWOOD,WA,98037,,2026-04-30,Expired,0056,CIG_TOB_VAPE_021026.xlsx,2026-06-29T13:32:06Z
Washington,603496080,STAR MART,,17426 HIGHWAY 99,LYNNWOOD,WA,98037,,2026-04-30,Expired,0063,CIG_TOB_VAPE_021026.xlsx,2026-06-29T13:32:06Z
Washington,602899429,COYOTE BOB'S CASINO,,3014 W KENNEWICK AVE,KENNEWICK,WA,99336,,2026-02-28,Expired,0056,CIG_TOB_VAPE_021026.xlsx,2026-06-29T13:32:06Z
Washington,602899429,COYOTE BOB'S CASINO,,3014 W KENNEWICK AVE,KENNEWICK,WA,99336,,2026-02-28,Expired,0136,CIG_TOB_VAPE_021026.xlsx,2026-06-29T13:32:06Z
Washington,601355594,GATEWAY,,120 N LINCOLN ST,PORT ANGELES,WA,98362,,2026-02-28,Expired,0136,CIG_TOB_VAPE_021026.xlsx,2026-06-29T13:32:06Z
Washington,601355594,GATEWAY,,120 N LINCOLN ST,PORT ANGELES,WA,98362,,2026-02-28,Expired,0063,CIG_TOB_VAPE_021026.xlsx,2026-06-29T13:32:06Z
Washington,603573151,SEATTLE TAVERN AND POOL ROOM,,5811 AIRPORT WAY S,SEATTLE,WA,98108,,2026-02-28,Expired,0136,CIG_TOB_VAPE_021026.xlsx,2026-06-29T13:32:06Z
Washington,603496080,STAR MART,,17426 HIGHWAY 99,LYNNWOOD,WA,98037,,2026-04-30,Expired,0136,CIG_TOB_VAPE_021026.xlsx,2026-06-29T13:32:06Z
Washington,604056581,LOS TRES GALLOS,,32139 HIGHWAY 97,TONASKET,WA,98855,,2025-11-30,Expired,0056,CIG_TOB_VAPE_021026.xlsx,2026-06-29T13:32:06Z
Washington,604056581,LOS TRES GALLOS,,32139 HIGHWAY 97,TONASKET,WA,98855,,2025-11-30,Expired,0136,CIG_TOB_VAPE_021026.xlsx,2026-06-29T13:32:06Z
Washington,602292658,7-ELEVEN #38700A,,12400 SE 312TH ST,AUBURN,WA,98092,,2026-04-30,Expired,0063,CIG_TOB_VAPE_021026.xlsx,2026-06-29T13:32:06Z
Washington,602292658,7-ELEVEN #38700A,,12400 SE 312TH ST,AUBURN,WA,98092,,2026-04-30,Expired,0056,CIG_TOB_VAPE_021026.xlsx,2026-06-29T13:32:06Z
Washington,603621922,ROCHESTER MERCANTILE,,10145 HIGHWAY 12 SW,ROCHESTER,WA,98579,,2026-05-31,Expired,0056,CIG_TOB_VAPE_021026.xlsx,2026-06-29T13:32:06Z
Washington,603505584,STOP BUY CORNER GROCERY,,14857 TUKWILA INTERNATIONAL BLVD,TUKWILA,WA,98168,,2026-05-31,Expired,0063,CIG_TOB_VAPE_021026.xlsx,2026-06-29T13:32:06Z
Washington,603496615,LYNNWOOD SHELL FOOD MART,,19930 44TH AVE W,LYNNWOOD,WA,98036,,2026-04-30,Expired,0056,CIG_TOB_VAPE_021026.xlsx,2026-06-29T13:32:06Z
Washington,603496615,LYNNWOOD SHELL FOOD MART,,19930 44TH AVE W,LYNNWOOD,WA,98036,,2026-04-30,Expired,0063,CIG_TOB_VAPE_021026.xlsx,2026-06-29T13:32:06Z
Washington,603496615,LYNNWOOD SHELL FOOD MART,,19930 44TH AVE W,LYNNWOOD,WA,98036,,2026-04-30,Expired,0136,CIG_TOB_VAPE_021026.xlsx,2026-06-29T13:32:06Z
Washington,603201060,KUSH LIQUOR AND WINE,,17730 AMBAUM BLVD S,BURIEN,WA,98148,,2026-04-30,Expired,0056,CIG_TOB_VAPE_021026.xlsx,2026-06-29T13:32:06Z
Washington,603201060,KUSH LIQUOR AND WINE,,17730 AMBAUM BLVD S,BURIEN,WA,98148,,2026-04-30,Expired,0137,CIG_TOB_VAPE_021026.xlsx,2026-06-29T13:32:06Z
Washington,603201060,KUSH LIQUOR AND WINE,,17730 AMBAUM BLVD S,BURIEN,WA,98148,,2026-04-30,Expired,0063,CIG_TOB_VAPE_021026.xlsx,2026-06-29T13:32:06Z
Washington,603201060,KUSH LIQUOR AND WINE,,17730 AMBAUM BLVD S,BURIEN,WA,98148,,2026-04-30,Expired,0136,CIG_TOB_VAPE_021026.xlsx,2026-06-29T13:32:06Z
Washington,601025462,COLUMBIA MARKET,,1831 W CARTMELL ST,PASCO,WA,99301,,2026-05-31,Expired,0063,CIG_TOB_VAPE_021026.xlsx,2026-06-29T13:32:06Z
Washington,601025462,COLUMBIA MARKET,,1831 W CARTMELL ST,PASCO,WA,99301,,2026-05-31,Expired,0136,CIG_TOB_VAPE_021026.xlsx,2026-06-29T13:32:06Z
Washington,601249160,RONALD GENERAL STORE,,7851 STATE ROUTE 903,RONALD,WA,98940,,2026-05-31,Expired,0136,CIG_TOB_VAPE_021026.xlsx,2026-06-29T13:32:06Z
Washington,601249160,RONALD GENERAL STORE,,7851 STATE ROUTE 903,RONALD,WA,98940,,2026-05-31,Expired,0063,CIG_TOB_VAPE_021026.xlsx,2026-06-29T13:32:06Z
Washington,602830711,WELCH'S FOOD,,2230 COLBY AVE,EVERETT,WA,98201,,2026-05-31,Expired,0136,CIG_TOB_VAPE_021026.xlsx,2026-06-29T13:32:06Z
Washington,603107141,7-ELEVEN #39638A,,300 RAINIER AVE S,RENTON,WA,98057,,2026-04-30,Expired,0136,CIG_TOB_VAPE_021026.xlsx,2026-06-29T13:32:06Z
Washington,602815733,CENTER ST CHEVRON,,4814 S CENTER ST,TACOMA,WA,98409,,2026-03-31,Expired,0056,CIG_TOB_VAPE_021026.xlsx,2026-06-29T13:32:06Z
Washington,602815733,CENTER ST CHEVRON,,4814 S CENTER ST,TACOMA,WA,98409,,2026-03-31,Expired,0136,CIG_TOB_VAPE_021026.xlsx,2026-06-29T13:32:06Z
Washington,602815733,CENTER ST CHEVRON,,4814 S CENTER ST,TACOMA,WA,98409,,2026-03-31,Expired,0063,CIG_TOB_VAPE_021026.xlsx,2026-06-29T13:32:06Z
Washington,603107141,7-ELEVEN #39639A,,1208 CENTRAL AVE N,KENT,WA,98032,,2026-04-30,Expired,0136,CIG_TOB_VAPE_021026.xlsx,2026-06-29T13:32:06Z
Washington,603107141,7-ELEVEN #39639A,,1208 CENTRAL AVE N,KENT,WA,98032,,2026-04-30,Expired,0063,CIG_TOB_VAPE_021026.xlsx,2026-06-29T13:32:06Z
Washington,603107141,7-ELEVEN #39639A,,1208 CENTRAL AVE N,KENT,WA,98032,,2026-04-30,Expired,0056,CIG_TOB_VAPE_021026.xlsx,2026-06-29T13:32:06Z
Washington,603569159,SAMS STOP & SHOP,,12309 E MANSFIELD AVE,SPOKANE VALLEY,WA,99216,,2026-03-31,Expired,0136,CIG_TOB_VAPE_021026.xlsx,2026-06-29T13:32:06Z
Washington,603569159,SAMS STOP & SHOP,,12309 E MANSFIELD AVE,SPOKANE VALLEY,WA,99216,,2026-03-31,Expired,0063,CIG_TOB_VAPE_021026.xlsx,2026-06-29T13:32:06Z
Washington,603569159,SAMS STOP & SHOP,,12309 E MANSFIELD AVE,SPOKANE VALLEY,WA,99216,,2026-03-31,Expired,0056,CIG_TOB_VAPE_021026.xlsx,2026-06-29T13:32:06Z
Washington,602990936,SILVER DOLLAR CASINO SEATAC,,19222 PACIFIC HWY S,SEATAC,WA,98188,,2026-02-28,Expired,0136,CIG_TOB_VAPE_021026.xlsx,2026-06-29T13:32:06Z
